lat	lon	NAME	POP_MAX	POP_MIN
4.883331114619239	114.933284056662274	Bandar Seri Begawan	296500	140000
-19.040970846739469	-65.259515626675636	Sucre	224838	221736
17.252033507246892	-88.767072999816548	Belmopan	15220	13381
4.366644306349087	18.558288125287277	Bangui	831925	622771
3.868646520754112	11.514704896854425	Yaounde	1611000	1060587
41.327540709491586	19.81888301461521	Tirana	895350	421286
40.183096594141887	44.511605531752082	Yerevan	1102000	1093485
40.397217891343018	49.860271303257775	Baku	2122300	1892000
11.551975988558411	104.914688621186428	Phnom Penh	1466000	1466000
-16.496027755043372	-68.151931049102188	La Paz	1590000	812799
6.401954422782467	2.518044740568598	Cotonou	762000	690584
42.685295283930543	23.314708152110086	Sofia	1185000	874827
53.901923295043105	27.56468129665825	Minsk	1805000	1577138
27.472985859175765	89.639014037029995	Thimphu	98676	79185
-24.646313457438907	25.911947793285378	Gaborone	208411	159243
-35.283028545372076	149.129026244299212	Canberra	327700	234032
12.372261836543373	-1.526669614916443	Ouagadougou	1149000	835457
43.850022398954934	18.383001666953305	Sarajevo	696731	628902
19.768502884750148	96.116672670630351	Naypyidaw	930000	194824
-21.138512356698641	-175.220564477616563	Nukualofa	42620	23658
9.56002239881775	44.065310016665421	Hargeysa	477876	247018
-4.6166316539734	55.449989785591129	Victoria	33576	22881
0.333402118832907	6.733325153234773	Sao Tome	88219	56166
-13.841545042448445	-171.73864160860316	Apia	61916	37708
35.899732481930869	14.514710651312782	Valletta	368250	6966
4.1667081898118	73.499947467954996	Male	112927	103693
31.778407815573303	35.206625934598662	Jerusalem	1029300	801000
14.916698017328656	-23.516688884972211	Praia	113364	88859
25.083390115351222	-77.350043784276124	Nassau	227940	160966
35.166676451654496	33.366634886414147	Nicosia	224300	200452
21.035273107737055	105.848068341242197	Hanoi	4378000	1431270
39.929184444075474	32.862445782356644	Ankara	3716000	3307379
47.501952184991353	19.081374818759684	Budapest	1679000	1679000
15.356679154263645	44.204647523938434	Sanaa	2008000	1835853
44.435317663494573	26.098000795350401	Bucharest	1942000	1742194
33.501979854206127	36.298050030417073	Damascus	2466000	2466000
38.724668736487843	-9.14681216410213	Lisbon	2812000	517802
15.590024084277673	32.532233380011576	Khartoum	4754000	1974647
59.918636145001869	10.748033347372314	Oslo	835000	580000
52.251946488395561	20.998053692465305	Warsaw	1707000	1702139
39.021384558004343	125.752744854993921	Pyongyang	3300000	2498797
-6.798066736124383	39.266395977694572	Dar es Salaam	2930000	2698652
53.335006994584944	-6.250851540391068	Dublin	1059000	968976
6.314581647160139	-10.799660436775923	Monrovia	1041000	785662
3.168611730712371	101.698037416746445	Kuala Lumpur	1448000	1448000
23.1339046995422	-82.366128029953302	Havana	2174000	1990917
50.08528287347832	14.464033917048539	Prague	1162000	2087
29.371663488629565	47.976355287625267	Kuwait	2063000	60064
18.472018713195382	-69.902030943315026	Santo Domingo	2154000	2873
5.551980464445933	-0.218661598960693	Accra	2121000	1963264
32.89250001935369	13.180011758078194	Tripoli	2189000	229398
32.081937333041651	34.768065899551743	Tel Aviv-Yafo	3112000	378358
60.17750923256807	24.932180482845581	Helsinki	1115000	558457
55.680510049025941	12.561539888703294	Kdbenhavn	1085000	1085000
5.321942826098564	-4.041994118507091	Abidjan	3802000	3190395
-15.781394372878992	-47.917998147003061	Brasilia	3716996	2562963
50.83526293533032	4.33137074969045	Brussels	1743000	1019022
23.725005570312817	90.406633608107541	Dhaka	12797394	7000940
-8.836340255012658	13.23248118266855	Luanda	5172900	1951272
36.765010656628135	3.048606670909237	Algiers	3354000	1977663
16.785299963188777	96.164731752661851	Rangoon	4088000	3301820
10.502944413033333	-66.918983051050418	Caracas	2985000	1815679
50.435313187607221	30.514682110472165	Kiev	2709000	1662508
41.313647741607213	69.292986960887788	Tashkent	2184000	1978028
40.401972123113808	-3.685297544612524	Madrid	5567000	50437
59.35270581286585	18.095388874180912	Stockholm	1264000	1253309
13.751945064087977	100.51469879369489	Bangkok	6704000	5104476
-12.046066817525571	-77.052007953434725	Lima	8012000	6758234
14.717777583623274	-17.475075987050559	Dakar	2604000	2476400
-26.16809888138414	28.028063865019476	Johannesburg	3435000	2026469
52.351914546664432	4.914694317400972	Amsterdam	1031000	741636
37.568294958388947	126.997785138201948	Seoul	9796000	9796000
14.606104813440538	120.980271303542395	Manila	11100000	3077575
52.523764522251156	13.399602764700546	Berlin	3406000	3094014
-4.327778243275986	15.313026023171744	Kinshasa	7843000	5565703
28.600023009245433	77.199980020053033	New Delhi	317797	317797
37.985272090552257	23.731375225679358	Athens	3242000	729137
33.340594356158647	44.391922914564134	Baghdad	5054000	5054000
9.035256221295754	38.698058575348682	Addis Ababa	3100000	2757729
35.673888627001304	51.422398175008993	Tehran	7873000	7153309
-34.600555749907414	-58.399477232331435	Buenos Aires	12795000	10929146
34.518636144900313	69.181314190705052	Kabul	3277000	3043532
48.201961136816863	16.364693096743736	Vienna	2400000	1731000
25.035833333333301	121.568333333333001	Taipei	6900273	2618772
38.901495235087054	-77.011364439437159	"Washington, D.C."	4338000	552433
51.5019405883275	-0.118667702475932	London	8567000	7421209
24.642779007816443	46.770795798688255	Riyadh	4465000	4205961
-33.918065108628753	18.433042299226031	Cape Town	3215000	2432858
55.754109981248178	37.613576967271399	Moscow	10452000	10452000
19.444388301415472	-99.132934060293906	Mexico City	19028000	10811002
6.445207512093191	3.389585212598433	Lagos	9466000	1536
41.897901485098942	12.481312562873995	Rome	3339000	35452
39.930838089909059	116.386339825659434	Beijing	11106000	7480601
-1.281400883237779	36.814711000471448	Nairobi	3010000	2750547
-6.172471846798885	106.827491762470117	Jakarta	9125000	8540121
4.598369421147822	-74.085289813774409	Bogota	7772000	6333661
30.051906205103705	31.248022361126118	Cairo	11893000	7734614
35.686962764371174	139.749461570544668	Tokyo	35676000	8336599
48.868638789814611	2.33138946713035	Paris	9904000	11177
-33.448067956934096	-70.668986713174831	Santiago	5720000	46611
1.294979325105942	103.853874819099019	Singapore	5183700	3289529
-41.299987853691732	174.783265859281897	Wellington	393400	393400
